snapshot_date,file_path,linus_lines,total_lines
30-11-2025,arch/alpha/kernel/err_impl.h,80,88
30-11-2025,arch/alpha/kernel/err_marvel.c,1115,1161
30-11-2025,arch/alpha/kernel/err_titan.c,715,761
30-11-2025,arch/alpha/kernel/es1888.c,49,50
30-11-2025,arch/alpha/kernel/gct.c,47,48
30-11-2025,arch/alpha/kernel/head.S,92,99
30-11-2025,arch/alpha/kernel/io.c,610,713
30-11-2025,arch/alpha/kernel/irq.c,90,124
30-11-2025,arch/alpha/kernel/irq_alpha.c,191,225
30-11-2025,arch/alpha/kernel/irq_i8259.c,139,159
30-11-2025,arch/alpha/kernel/irq_impl.h,25,36
30-11-2025,arch/alpha/kernel/irq_pyxis.c,93,112
30-11-2025,arch/alpha/kernel/irq_srm.c,49,65
30-11-2025,arch/alpha/kernel/machvec_impl.h,120,136
30-11-2025,arch/alpha/kernel/module.c,250,271
30-11-2025,arch/alpha/kernel/osf_sys.c,828,1315
30-11-2025,arch/alpha/kernel/pci.c,346,466
30-11-2025,arch/alpha/kernel/pci_impl.h,186,193
30-11-2025,arch/alpha/kernel/pci_iommu.c,726,930
30-11-2025,arch/alpha/kernel/process.c,298,396
30-11-2025,arch/alpha/kernel/proto.h,163,225
30-11-2025,arch/alpha/kernel/ptrace.c,258,339
30-11-2025,arch/alpha/kernel/setup.c,1211,1374
30-11-2025,arch/alpha/kernel/signal.c,407,544
30-11-2025,arch/alpha/kernel/smc37c669.c,2532,2541
30-11-2025,arch/alpha/kernel/smc37c93x.c,272,276
30-11-2025,arch/alpha/kernel/smp.c,690,758
30-11-2025,arch/alpha/kernel/srm_env.c,164,218
30-11-2025,arch/alpha/kernel/srmcons.c,203,291
30-11-2025,arch/alpha/kernel/sys_alcor.c,279,309
30-11-2025,arch/alpha/kernel/sys_cabriolet.c,311,359
30-11-2025,arch/alpha/kernel/sys_dp264.c,572,665
30-11-2025,arch/alpha/kernel/sys_eiger.c,200,225
30-11-2025,arch/alpha/kernel/sys_marvel.c,407,465
30-11-2025,arch/alpha/kernel/sys_miata.c,273,295
30-11-2025,arch/alpha/kernel/sys_mikasa.c,170,190
30-11-2025,arch/alpha/kernel/sys_nautilus.c,231,295
30-11-2025,arch/alpha/kernel/sys_noritake.c,252,276
30-11-2025,arch/alpha/kernel/sys_rawhide.c,236,271
30-11-2025,arch/alpha/kernel/sys_ruffian.c,226,240
30-11-2025,arch/alpha/kernel/sys_rx164.c,183,203
30-11-2025,arch/alpha/kernel/sys_sable.c,315,345
30-11-2025,arch/alpha/kernel/sys_sx164.c,171,179
30-11-2025,arch/alpha/kernel/sys_takara.c,253,288
30-11-2025,arch/alpha/kernel/sys_titan.c,359,419
30-11-2025,arch/alpha/kernel/sys_wildfire.c,304,341
30-11-2025,arch/alpha/kernel/syscalls/syscall.tbl,3,511
30-11-2025,arch/alpha/kernel/systbls.S,12,15
30-11-2025,arch/alpha/kernel/time.c,238,458
30-11-2025,arch/alpha/kernel/traps.c,778,929
30-11-2025,arch/alpha/kernel/vmlinux.lds.S,13,77
30-11-2025,arch/alpha/lib/Makefile,37,46
30-11-2025,arch/alpha/lib/callback_srm.S,103,109
30-11-2025,arch/alpha/lib/checksum.c,161,186
30-11-2025,arch/alpha/lib/clear_page.S,38,41
30-11-2025,arch/alpha/lib/clear_user.S,74,102
30-11-2025,arch/alpha/lib/copy_page.S,48,51
30-11-2025,arch/alpha/lib/copy_user.S,82,121
30-11-2025,arch/alpha/lib/csum_ipv6_magic.S,78,118
30-11-2025,arch/alpha/lib/csum_partial_copy.c,286,363
30-11-2025,arch/alpha/lib/dbg_current.S,29,30
30-11-2025,arch/alpha/lib/dbg_stackcheck.S,25,28
30-11-2025,arch/alpha/lib/dbg_stackkill.S,33,36
30-11-2025,arch/alpha/lib/divide.S,195,199
30-11-2025,arch/alpha/lib/ev6-clear_page.S,53,56
30-11-2025,arch/alpha/lib/ev6-clear_user.S,176,213
30-11-2025,arch/alpha/lib/ev6-copy_page.S,202,205
30-11-2025,arch/alpha/lib/ev6-copy_user.S,176,227
30-11-2025,arch/alpha/lib/ev6-csum_ipv6_magic.S,117,153
30-11-2025,arch/alpha/lib/ev6-divide.S,259,263
30-11-2025,arch/alpha/lib/ev6-memchr.S,189,193
30-11-2025,arch/alpha/lib/ev6-memcpy.S,247,250
30-11-2025,arch/alpha/lib/ev6-memset.S,586,605
30-11-2025,arch/alpha/lib/ev6-stxcpy.S,321,322
30-11-2025,arch/alpha/lib/ev6-stxncpy.S,390,398
30-11-2025,arch/alpha/lib/ev67-strcat.S,53,56
30-11-2025,arch/alpha/lib/ev67-strchr.S,87,90
30-11-2025,arch/alpha/lib/ev67-strlen.S,48,51
30-11-2025,arch/alpha/lib/ev67-strncat.S,93,96
30-11-2025,arch/alpha/lib/ev67-strrchr.S,107,111
30-11-2025,arch/alpha/lib/fpreg.c,183,233
30-11-2025,arch/alpha/lib/memchr.S,163,165
30-11-2025,arch/alpha/lib/memcpy.c,160,166
30-11-2025,arch/alpha/lib/memmove.S,180,183
30-11-2025,arch/alpha/lib/memset.S,114,133
30-11-2025,arch/alpha/lib/srm_printk.c,41,42
30-11-2025,arch/alpha/lib/srm_puts.c,23,24
30-11-2025,arch/alpha/lib/stacktrace.c,101,103
30-11-2025,arch/alpha/lib/strcat.S,52,55
30-11-2025,arch/alpha/lib/strchr.S,69,72
30-11-2025,arch/alpha/lib/strcpy.S,22,25
30-11-2025,arch/alpha/lib/strlen.S,56,59
30-11-2025,arch/alpha/lib/strncat.S,83,86
30-11-2025,arch/alpha/lib/strncpy.S,75,83
30-11-2025,arch/alpha/lib/strrchr.S,85,89
30-11-2025,arch/alpha/lib/stxcpy.S,289,290
30-11-2025,arch/alpha/lib/stxncpy.S,338,346
30-11-2025,arch/alpha/lib/udelay.c,54,56
30-11-2025,arch/alpha/lib/udiv-qrnnd.S,164,165
30-11-2025,arch/alpha/math-emu/Makefile,8,10
30-11-2025,arch/alpha/math-emu/math.c,391,400
30-11-2025,arch/alpha/math-emu/sfp-util.h,35,36
30-11-2025,arch/alpha/mm/Makefile,4,6
30-11-2025,arch/alpha/mm/fault.c,193,248
30-11-2025,arch/alpha/mm/init.c,210,269
30-11-2025,arch/arc/Kconfig,1,567
30-11-2025,arch/arc/include/asm/futex.h,1,169
30-11-2025,arch/arc/include/asm/jump_label.h,2,72
30-11-2025,arch/arc/kernel/process.c,1,296
30-11-2025,arch/arc/kernel/signal.c,2,444
30-11-2025,arch/arc/mm/fault.c,4,193
30-11-2025,arch/arm/Kconfig,210,1738
30-11-2025,arch/arm/Kconfig.debug,28,1846
30-11-2025,arch/arm/Makefile,58,332
30-11-2025,arch/arm/boot/Makefile,47,92
30-11-2025,arch/arm/boot/bootp/Makefile,19,59
30-11-2025,arch/arm/boot/bootp/bootp.lds,25,27
30-11-2025,arch/arm/boot/bootp/init.S,79,85
30-11-2025,arch/arm/boot/bootp/initrd.S,6,7
30-11-2025,arch/arm/boot/bootp/kernel.S,6,7
30-11-2025,arch/arm/boot/compressed/Makefile,46,160
30-11-2025,arch/arm/boot/compressed/big-endian.S,12,14
30-11-2025,arch/arm/boot/compressed/head-sa1100.S,42,45
30-11-2025,arch/arm/boot/compressed/head-sharpsl.S,65,151
30-11-2025,arch/arm/boot/compressed/head-xscale.S,34,35
30-11-2025,arch/arm/boot/compressed/head.S,398,1531
30-11-2025,arch/arm/boot/compressed/ll_char_wr.S,125,131
30-11-2025,arch/arm/boot/compressed/misc.c,47,160
30-11-2025,arch/arm/boot/compressed/piggy.S,4,7
30-11-2025,arch/arm/boot/compressed/vmlinux.lds.S,32,143
30-11-2025,arch/arm/boot/dts/allwinner/sun4i-a10.dtsi,1,1271
30-11-2025,arch/arm/boot/dts/amlogic/meson.dtsi,1,330
30-11-2025,arch/arm/boot/dts/broadcom/bcm11351.dtsi,1,412
30-11-2025,arch/arm/boot/dts/marvell/armada-370-xp.dtsi,1,312
30-11-2025,arch/arm/boot/dts/marvell/armada-xp-db.dts,1,245
30-11-2025,arch/arm/boot/dts/marvell/armada-xp-gp.dts,1,230
30-11-2025,arch/arm/boot/dts/marvell/armada-xp-openblocks-ax3-4.dts,1,209
30-11-2025,arch/arm/boot/dts/microchip/at91sam9260.dtsi,1,795
30-11-2025,arch/arm/boot/dts/microchip/at91sam9263.dtsi,1,838
30-11-2025,arch/arm/boot/dts/microchip/at91sam9g45.dtsi,2,1022
30-11-2025,arch/arm/boot/dts/microchip/at91sam9x5.dtsi,1,975
30-11-2025,arch/arm/boot/dts/microchip/sama5d2.dtsi,1,1169
30-11-2025,arch/arm/boot/dts/nxp/imx/imx53-qsb-common.dtsi,9,406
30-11-2025,arch/arm/boot/dts/renesas/r8a7740.dtsi,1,803
30-11-2025,arch/arm/boot/dts/st/spear13xx.dtsi,2,339
30-11-2025,arch/arm/boot/dts/st/ste-dbx5x0.dtsi,1,1238
30-11-2025,arch/arm/boot/dts/st/ste-nomadik-s8815.dts,1,172
30-11-2025,arch/arm/boot/dts/st/ste-nomadik-stn8815.dtsi,1,884
30-11-2025,arch/arm/boot/dts/st/stm32mp151.dtsi,75,2047
30-11-2025,arch/arm/boot/dts/ti/omap/am335x-evmsk.dts,2,725
30-11-2025,arch/arm/boot/dts/ti/omap/am33xx.dtsi,1,726
30-11-2025,arch/arm/boot/dts/ti/omap/omap3-evm-common.dtsi,2,198
30-11-2025,arch/arm/boot/dts/ti/omap/omap34xx.dtsi,1,199
30-11-2025,arch/arm/boot/dts/ti/omap/omap36xx.dtsi,1,256
30-11-2025,arch/arm/boot/dts/ti/omap/omap4.dtsi,1,869
30-11-2025,arch/arm/boot/install.sh,45,47
30-11-2025,arch/arm/common/Kconfig,11,16
30-11-2025,arch/arm/common/Makefile,8,17
30-11-2025,arch/arm/common/bL_switcher_dummy_if.c,1,60
30-11-2025,arch/arm/common/locomo.c,619,886
30-11-2025,arch/arm/common/sa1111.c,738,1413
30-11-2025,arch/arm/common/scoop.c,85,269
30-11-2025,arch/arm/common/sharpsl_param.c,52,63
30-11-2025,arch/arm/configs/assabet_defconfig,38,54
30-11-2025,arch/arm/configs/footbridge_defconfig,77,112
30-11-2025,arch/arm/configs/h3600_defconfig,32,62
30-11-2025,arch/arm/configs/integrator_defconfig,29,85
30-11-2025,arch/arm/configs/ixp4xx_defconfig,30,175
30-11-2025,arch/arm/configs/jornada720_defconfig,21,95
30-11-2025,arch/arm/configs/neponset_defconfig,54,86
30-11-2025,arch/arm/configs/netwinder_defconfig,60,85
30-11-2025,arch/arm/configs/omap2plus_defconfig,3,725
30-11-2025,arch/arm/configs/rpc_defconfig,80,124
30-11-2025,arch/arm/configs/versatile_defconfig,36,94
30-11-2025,arch/arm/include/asm/assembler.h,61,795
30-11-2025,arch/arm/include/asm/atomic.h,30,514
30-11-2025,arch/arm/include/asm/bitops.h,163,278
30-11-2025,arch/arm/include/asm/bug.h,12,93
30-11-2025,arch/arm/include/asm/bugs.h,10,16
30-11-2025,arch/arm/include/asm/cache.h,8,35
30-11-2025,arch/arm/include/asm/cacheflush.h,164,476
30-11-2025,arch/arm/include/asm/checksum.h,85,166
30-11-2025,arch/arm/include/asm/cpu.h,18,22
30-11-2025,arch/arm/include/asm/delay.h,31,100
30-11-2025,arch/arm/include/asm/div64.h,16,118
30-11-2025,arch/arm/include/asm/dma.h,94,149
30-11-2025,arch/arm/include/asm/domain.h,29,141
30-11-2025,arch/arm/include/asm/ecard.h,208,219
30-11-2025,arch/arm/include/asm/elf.h,33,155
30-11-2025,arch/arm/include/asm/fiq.h,34,57
30-11-2025,arch/arm/include/asm/floppy.h,52,81
30-11-2025,arch/arm/include/asm/fpstate.h,62,79
30-11-2025,arch/arm/include/asm/futex.h,2,180
30-11-2025,arch/arm/include/asm/glue.h,18,22
30-11-2025,arch/arm/include/asm/hardirq.h,8,12
30-11-2025,arch/arm/include/asm/hardware/dec21285.h,128,138
30-11-2025,arch/arm/include/asm/hardware/ioc.h,67,69
30-11-2025,arch/arm/include/asm/hardware/iomd.h,180,182
30-11-2025,arch/arm/include/asm/hardware/locomo.h,176,217
30-11-2025,arch/arm/include/asm/hardware/memc.h,21,23
30-11-2025,arch/arm/include/asm/hardware/sa1111.h,375,442
30-11-2025,arch/arm/include/asm/hardware/scoop.h,28,67
30-11-2025,arch/arm/include/asm/hardware/ssp.h,22,25
30-11-2025,arch/arm/include/asm/io.h,103,429
30-11-2025,arch/arm/include/asm/irq.h,18,47
30-11-2025,arch/arm/include/asm/jump_label.h,1,53
30-11-2025,arch/arm/include/asm/linkage.h,7,12
30-11-2025,arch/arm/include/asm/mach/arch.h,31,95
30-11-2025,arch/arm/include/asm/mach/dma.h,29,46
30-11-2025,arch/arm/include/asm/mach/flash.h,28,36
30-11-2025,arch/arm/include/asm/mach/irq.h,15,30
30-11-2025,arch/arm/include/asm/mach/map.h,13,65
30-11-2025,arch/arm/include/asm/mach/pci.h,40,86
30-11-2025,arch/arm/include/asm/mach/sharpsl_param.h,32,33
30-11-2025,arch/arm/include/asm/mach/time.h,8,13
30-11-2025,arch/arm/include/asm/mc146818rtc.h,26,31
30-11-2025,arch/arm/include/asm/memory.h,50,390
30-11-2025,arch/arm/include/asm/mmu.h,12,49
30-11-2025,arch/arm/include/asm/mmu_context.h,34,152
30-11-2025,arch/arm/include/asm/module.h,4,57
30-11-2025,arch/arm/include/asm/nwflash.h,8,9
30-11-2025,arch/arm/include/asm/page.h,88,192
30-11-2025,arch/arm/include/asm/pci.h,9,28
30-11-2025,arch/arm/include/asm/pgalloc.h,59,149
30-11-2025,arch/arm/include/asm/pgtable.h,51,336
30-11-2025,arch/arm/include/asm/proc-fns.h,33,201
30-11-2025,arch/arm/include/asm/processor.h,57,134
30-11-2025,arch/arm/include/asm/procinfo.h,37,46
30-11-2025,arch/arm/include/asm/ptrace.h,51,202
30-11-2025,arch/arm/include/asm/setup.h,12,43
30-11-2025,arch/arm/include/asm/shmparam.h,16,17
30-11-2025,arch/arm/include/asm/signal.h,20,30
30-11-2025,arch/arm/include/asm/smp.h,22,118
30-11-2025,arch/arm/include/asm/spinlock.h,86,273
30-11-2025,arch/arm/include/asm/string.h,27,68
30-11-2025,arch/arm/include/asm/system_misc.h,1,42
30-11-2025,arch/arm/include/asm/therm.h,27,29
30-11-2025,arch/arm/include/asm/thread_info.h,75,180
30-11-2025,arch/arm/include/asm/timex.h,12,16
30-11-2025,arch/arm/include/asm/tlb.h,17,60
30-11-2025,arch/arm/include/asm/tlbflush.h,271,681
30-11-2025,arch/arm/include/asm/topology.h,6,38
30-11-2025,arch/arm/include/asm/traps.h,18,48
30-11-2025,arch/arm/include/asm/uaccess.h,138,610
30-11-2025,arch/arm/include/asm/ucontext.h,11,96
30-11-2025,arch/arm/include/asm/unistd.h,19,65
30-11-2025,arch/arm/include/asm/user.h,78,100
30-11-2025,arch/arm/include/asm/vfp.h,56,97
30-11-2025,arch/arm/include/asm/vfpmacros.h,11,68
30-11-2025,arch/arm/include/asm/vga.h,9,15
30-11-2025,arch/arm/include/asm/xor.h,127,225
30-11-2025,arch/arm/include/debug/dc21285.S,28,41
30-11-2025,arch/arm/include/debug/s3c24xx.S,12,33
30-11-2025,arch/arm/include/debug/sa1100.S,33,67
30-11-2025,arch/arm/include/uapi/asm/byteorder.h,18,26
30-11-2025,arch/arm/include/uapi/asm/fcntl.h,9,12
30-11-2025,arch/arm/include/uapi/asm/ioctls.h,7,9
30-11-2025,arch/arm/include/uapi/asm/posix_types.h,29,38
30-11-2025,arch/arm/include/uapi/asm/sigcontext.h,34,35
30-11-2025,arch/arm/include/uapi/asm/stat.h,85,88
30-11-2025,arch/arm/include/uapi/asm/statfs.h,5,13
30-11-2025,arch/arm/kernel/Makefile,14,107
30-11-2025,arch/arm/kernel/asm-offsets.c,48,174
30-11-2025,arch/arm/kernel/atags_compat.c,208,214
30-11-2025,arch/arm/kernel/bios32.c,418,593
30-11-2025,arch/arm/kernel/debug.S,53,161
30-11-2025,arch/arm/kernel/dma.c,173,283
30-11-2025,arch/arm/kernel/entry-armv.S,236,1127
30-11-2025,arch/arm/kernel/entry-common.S,90,464
30-11-2025,arch/arm/kernel/entry-header.S,37,467
30-11-2025,arch/arm/kernel/fiq.c,122,166
30-11-2025,arch/arm/kernel/head.S,101,602
30-11-2025,arch/arm/kernel/io.c,42,85
30-11-2025,arch/arm/kernel/irq.c,45,156
30-11-2025,arch/arm/kernel/isa.c,25,50
30-11-2025,arch/arm/kernel/iwmmxt.S,230,356
30-11-2025,arch/arm/kernel/module.c,73,498
30-11-2025,arch/arm/kernel/perf_callchain.c,1,98
30-11-2025,arch/arm/kernel/process.c,73,442
30-11-2025,arch/arm/kernel/ptrace.c,221,896
30-11-2025,arch/arm/kernel/setup.c,262,1345
30-11-2025,arch/arm/kernel/signal.c,234,717
30-11-2025,arch/arm/kernel/smp.c,89,853
30-11-2025,arch/arm/kernel/swp_emulate.c,1,259
30-11-2025,arch/arm/kernel/sys_arm.c,22,37
30-11-2025,arch/arm/kernel/time.c,35,99
30-11-2025,arch/arm/kernel/traps.c,294,965
30-11-2025,arch/arm/kernel/vmlinux.lds.S,24,180
30-11-2025,arch/arm/lib/Makefile,11,47
30-11-2025,arch/arm/lib/backtrace.S,32,131
30-11-2025,arch/arm/lib/changebit.S,9,12
30-11-2025,arch/arm/lib/clearbit.S,9,12
30-11-2025,arch/arm/lib/copy_page.S,30,44
30-11-2025,arch/arm/lib/csumipv6.S,26,30
30-11-2025,arch/arm/lib/csumpartial.S,108,139
30-11-2025,arch/arm/lib/csumpartialcopy.S,43,50
30-11-2025,arch/arm/lib/csumpartialcopygeneric.S,239,331
30-11-2025,arch/arm/lib/csumpartialcopyuser.S,44,101
30-11-2025,arch/arm/lib/delay-loop.S,25,67
30-11-2025,arch/arm/lib/div64.S,185,209
30-11-2025,arch/arm/lib/findbit.S,41,139
30-11-2025,arch/arm/lib/getuser.S,41,167
30-11-2025,arch/arm/lib/io-readsb.S,94,120
30-11-2025,arch/arm/lib/io-readsl.S,64,76
30-11-2025,arch/arm/lib/io-readsw-armv4.S,108,128
30-11-2025,arch/arm/lib/io-writesb.S,64,91
30-11-2025,arch/arm/lib/io-writesl.S,50,64
30-11-2025,arch/arm/lib/io-writesw-armv4.S,72,97
30-11-2025,arch/arm/lib/lib1funcs.S,292,371
30-11-2025,arch/arm/lib/memchr.S,20,23
30-11-2025,arch/arm/lib/memcpy.S,20,66
30-11-2025,arch/arm/lib/memset.S,36,148
30-11-2025,arch/arm/lib/putuser.S,45,95
30-11-2025,arch/arm/lib/setbit.S,9,12
30-11-2025,arch/arm/lib/strchr.S,21,24
30-11-2025,arch/arm/lib/strrchr.S,20,23
30-11-2025,arch/arm/lib/testchangebit.S,9,16
30-11-2025,arch/arm/lib/testclearbit.S,9,16
30-11-2025,arch/arm/lib/testsetbit.S,9,16
30-11-2025,arch/arm/mach-exynos/suspend.c,1,704
30-11-2025,arch/arm/mach-footbridge/Kconfig,28,54
30-11-2025,arch/arm/mach-footbridge/Makefile,14,18
30-11-2025,arch/arm/mach-footbridge/common.c,110,280
30-11-2025,arch/arm/mach-footbridge/common.h,7,15
30-11-2025,arch/arm/mach-footbridge/dc21285-timer.c,35,136
30-11-2025,arch/arm/mach-footbridge/dc21285.c,273,360
30-11-2025,arch/arm/mach-footbridge/dma-isa.c,148,230
30-11-2025,arch/arm/mach-footbridge/ebsa285-pci.c,41,48
30-11-2025,arch/arm/mach-footbridge/ebsa285.c,17,124
30-11-2025,arch/arm/mach-footbridge/include/mach/hardware.h,73,90
30-11-2025,arch/arm/mach-footbridge/include/mach/irqs.h,95,97
30-11-2025,arch/arm/mach-footbridge/include/mach/isa-dma.h,13,18
30-11-2025,arch/arm/mach-footbridge/include/mach/memory.h,17,26
30-11-2025,arch/arm/mach-footbridge/include/mach/uncompress.h,28,34
30-11-2025,arch/arm/mach-footbridge/isa-irq.c,124,177
30-11-2025,arch/arm/mach-footbridge/isa-timer.c,21,36
30-11-2025,arch/arm/mach-footbridge/isa.c,42,94
30-11-2025,arch/arm/mach-footbridge/netwinder-hw.c,609,772
30-11-2025,arch/arm/mach-footbridge/netwinder-pci.c,59,62
30-11-2025,arch/arm/mach-imx/mmdc.c,1,605
30-11-2025,arch/arm/mach-omap1/board-osk.c,101,454
