snapshot_date,file_path,linus_lines,total_lines
07-02-2026,arch/arm/mach-h720x/Kconfig,38,38
07-02-2026,arch/arm/mach-h720x/Makefile,16,16
07-02-2026,arch/arm/mach-h720x/Makefile.boot,2,2
07-02-2026,arch/arm/mach-h720x/common.c,247,247
07-02-2026,arch/arm/mach-h720x/common.h,29,29
07-02-2026,arch/arm/mach-h720x/cpu-h7201.c,64,64
07-02-2026,arch/arm/mach-h720x/cpu-h7202.c,228,228
07-02-2026,arch/arm/mach-h720x/h7201-eval.c,39,39
07-02-2026,arch/arm/mach-h720x/h7202-eval.c,81,81
07-02-2026,arch/arm/mach-imx/Kconfig,10,11
07-02-2026,arch/arm/mach-imx/Makefile,19,19
07-02-2026,arch/arm/mach-imx/Makefile.boot,2,2
07-02-2026,arch/arm/mach-imx/dma.c,203,203
07-02-2026,arch/arm/mach-imx/generic.c,274,290
07-02-2026,arch/arm/mach-imx/generic.h,16,16
07-02-2026,arch/arm/mach-imx/irq.c,252,252
07-02-2026,arch/arm/mach-imx/leds-mx1ads.c,54,54
07-02-2026,arch/arm/mach-imx/leds.c,31,31
07-02-2026,arch/arm/mach-imx/leds.h,9,9
07-02-2026,arch/arm/mach-imx/mx1ads.c,88,88
07-02-2026,arch/arm/mach-imx/time.c,101,101
07-02-2026,arch/arm/mach-integrator/Kconfig,33,33
07-02-2026,arch/arm/mach-integrator/Makefile,14,14
07-02-2026,arch/arm/mach-integrator/Makefile.boot,4,4
07-02-2026,arch/arm/mach-integrator/clock.c,141,141
07-02-2026,arch/arm/mach-integrator/clock.h,25,25
07-02-2026,arch/arm/mach-integrator/common.h,2,2
07-02-2026,arch/arm/mach-integrator/core.c,269,273
07-02-2026,arch/arm/mach-integrator/cpu.c,221,221
07-02-2026,arch/arm/mach-integrator/dma.c,35,35
07-02-2026,arch/arm/mach-integrator/impd1.c,475,475
07-02-2026,arch/arm/mach-integrator/integrator_ap.c,302,302
07-02-2026,arch/arm/mach-integrator/integrator_cp.c,526,542
07-02-2026,arch/arm/mach-integrator/leds.c,87,88
07-02-2026,arch/arm/mach-integrator/lm.c,96,96
07-02-2026,arch/arm/mach-integrator/pci.c,132,132
07-02-2026,arch/arm/mach-integrator/pci_v3.c,604,604
07-02-2026,arch/arm/mach-integrator/time.c,208,220
07-02-2026,arch/arm/mach-iop3xx/Kconfig,63,63
07-02-2026,arch/arm/mach-iop3xx/Makefile,23,23
07-02-2026,arch/arm/mach-iop3xx/Makefile.boot,9,9
07-02-2026,arch/arm/mach-iop3xx/common.c,74,74
07-02-2026,arch/arm/mach-iop3xx/iop321-irq.c,96,96
07-02-2026,arch/arm/mach-iop3xx/iop321-pci.c,220,220
07-02-2026,arch/arm/mach-iop3xx/iop321-setup.c,169,169
07-02-2026,arch/arm/mach-iop3xx/iop321-time.c,109,109
07-02-2026,arch/arm/mach-iop3xx/iop331-irq.c,127,127
07-02-2026,arch/arm/mach-iop3xx/iop331-pci.c,222,222
07-02-2026,arch/arm/mach-iop3xx/iop331-setup.c,177,177
07-02-2026,arch/arm/mach-iop3xx/iop331-time.c,107,107
07-02-2026,arch/arm/mach-iop3xx/iq31244-mm.c,44,44
07-02-2026,arch/arm/mach-iop3xx/iq31244-pci.c,129,129
07-02-2026,arch/arm/mach-iop3xx/iq80321-mm.c,44,44
07-02-2026,arch/arm/mach-iop3xx/iq80321-pci.c,123,123
07-02-2026,arch/arm/mach-iop3xx/iq80331-mm.c,36,36
07-02-2026,arch/arm/mach-iop3xx/iq80331-pci.c,119,119
07-02-2026,arch/arm/mach-iop3xx/iq80332-mm.c,36,36
07-02-2026,arch/arm/mach-iop3xx/iq80332-pci.c,125,125
07-02-2026,arch/arm/mach-ixp2000/Kconfig,59,59
07-02-2026,arch/arm/mach-ixp2000/Makefile,14,14
07-02-2026,arch/arm/mach-ixp2000/Makefile.boot,3,3
07-02-2026,arch/arm/mach-ixp2000/core.c,390,390
07-02-2026,arch/arm/mach-ixp2000/enp2611.c,220,220
07-02-2026,arch/arm/mach-ixp2000/ixdp2400.c,179,179
07-02-2026,arch/arm/mach-ixp2000/ixdp2800.c,167,301
07-02-2026,arch/arm/mach-ixp2000/ixdp2x00.c,304,304
07-02-2026,arch/arm/mach-ixp2000/ixdp2x01.c,400,400
07-02-2026,arch/arm/mach-ixp2000/pci.c,231,235
07-02-2026,arch/arm/mach-ixp4xx/Kconfig,126,127
07-02-2026,arch/arm/mach-ixp4xx/Makefile,11,11
07-02-2026,arch/arm/mach-ixp4xx/Makefile.boot,3,3
