snapshot_date,file_path,linus_lines,total_lines
21-07-2011,arch/alpha/include/asm/sfp-machine.h,82,82
21-07-2011,arch/alpha/include/asm/shmbuf.h,38,38
21-07-2011,arch/alpha/include/asm/shmparam.h,6,6
21-07-2011,arch/alpha/include/asm/sigcontext.h,34,34
21-07-2011,arch/alpha/include/asm/siginfo.h,9,9
21-07-2011,arch/alpha/include/asm/signal.h,171,172
21-07-2011,arch/alpha/include/asm/smp.h,54,59
21-07-2011,arch/alpha/include/asm/socket.h,58,77
21-07-2011,arch/alpha/include/asm/sockios.h,14,16
21-07-2011,arch/alpha/include/asm/spinlock.h,142,176
21-07-2011,arch/alpha/include/asm/stat.h,48,48
21-07-2011,arch/alpha/include/asm/statfs.h,6,12
21-07-2011,arch/alpha/include/asm/string.h,66,66
21-07-2011,arch/alpha/include/asm/sysinfo.h,39,39
21-07-2011,arch/alpha/include/asm/system.h,286,354
21-07-2011,arch/alpha/include/asm/termbits.h,186,201
21-07-2011,arch/alpha/include/asm/termios.h,144,146
21-07-2011,arch/alpha/include/asm/thread_info.h,77,123
21-07-2011,arch/alpha/include/asm/timex.h,31,31
21-07-2011,arch/alpha/include/asm/tlb.h,13,15
21-07-2011,arch/alpha/include/asm/tlbflush.h,145,152
21-07-2011,arch/alpha/include/asm/topology.h,28,49
21-07-2011,arch/alpha/include/asm/types.h,17,23
21-07-2011,arch/alpha/include/asm/uaccess.h,505,513
21-07-2011,arch/alpha/include/asm/ucontext.h,13,13
21-07-2011,arch/alpha/include/asm/unaligned.h,2,11
21-07-2011,arch/alpha/include/asm/unistd.h,398,489
21-07-2011,arch/alpha/include/asm/user.h,52,53
21-07-2011,arch/alpha/include/asm/vga.h,47,82
21-07-2011,arch/alpha/include/asm/xor.h,855,855
21-07-2011,arch/alpha/kernel/Makefile,89,109
21-07-2011,arch/alpha/kernel/alpha_ksyms.c,103,107
21-07-2011,arch/alpha/kernel/asm-offsets.c,34,43
21-07-2011,arch/alpha/kernel/console.c,43,91
21-07-2011,arch/alpha/kernel/core_apecs.c,415,417
21-07-2011,arch/alpha/kernel/core_cia.c,1209,1211
21-07-2011,arch/alpha/kernel/core_irongate.c,415,419
21-07-2011,arch/alpha/kernel/core_lca.c,510,515
21-07-2011,arch/alpha/kernel/core_marvel.c,1112,1139
21-07-2011,arch/alpha/kernel/core_mcpcia.c,606,613
21-07-2011,arch/alpha/kernel/core_polaris.c,200,202
21-07-2011,arch/alpha/kernel/core_t2.c,603,622
21-07-2011,arch/alpha/kernel/core_titan.c,748,798
21-07-2011,arch/alpha/kernel/core_tsunami.c,441,480
21-07-2011,arch/alpha/kernel/core_wildfire.c,655,657
21-07-2011,arch/alpha/kernel/entry.S,869,929
21-07-2011,arch/alpha/kernel/err_common.c,320,320
21-07-2011,arch/alpha/kernel/err_ev6.c,264,276
21-07-2011,arch/alpha/kernel/err_ev7.c,279,286
21-07-2011,arch/alpha/kernel/err_impl.h,80,85
21-07-2011,arch/alpha/kernel/err_marvel.c,1115,1160
21-07-2011,arch/alpha/kernel/err_titan.c,715,760
21-07-2011,arch/alpha/kernel/es1888.c,49,49
21-07-2011,arch/alpha/kernel/gct.c,47,47
21-07-2011,arch/alpha/kernel/head.S,96,100
21-07-2011,arch/alpha/kernel/init_task.c,15,17
21-07-2011,arch/alpha/kernel/io.c,630,630
21-07-2011,arch/alpha/kernel/irq.c,92,131
21-07-2011,arch/alpha/kernel/irq_alpha.c,225,250
21-07-2011,arch/alpha/kernel/irq_i8259.c,149,166
21-07-2011,arch/alpha/kernel/irq_impl.h,31,40
21-07-2011,arch/alpha/kernel/irq_pyxis.c,94,110
21-07-2011,arch/alpha/kernel/irq_srm.c,49,64
21-07-2011,arch/alpha/kernel/machvec_impl.h,146,155
21-07-2011,arch/alpha/kernel/module.c,301,316
21-07-2011,arch/alpha/kernel/osf_sys.c,1101,1239
21-07-2011,arch/alpha/kernel/pci-noop.c,149,199
21-07-2011,arch/alpha/kernel/pci.c,487,547
21-07-2011,arch/alpha/kernel/pci_impl.h,199,204
21-07-2011,arch/alpha/kernel/pci_iommu.c,765,966
21-07-2011,arch/alpha/kernel/process.c,421,459
21-07-2011,arch/alpha/kernel/proto.h,188,224
21-07-2011,arch/alpha/kernel/ptrace.c,290,337
21-07-2011,arch/alpha/kernel/setup.c,1422,1514
21-07-2011,arch/alpha/kernel/signal.c,546,633
21-07-2011,arch/alpha/kernel/smc37c669.c,2551,2553
21-07-2011,arch/alpha/kernel/smc37c93x.c,273,274
21-07-2011,arch/alpha/kernel/smp.c,767,825
21-07-2011,arch/alpha/kernel/srm_env.c,244,301
21-07-2011,arch/alpha/kernel/srmcons.c,321,325
21-07-2011,arch/alpha/kernel/sys_alcor.c,285,309
21-07-2011,arch/alpha/kernel/sys_cabriolet.c,408,444
21-07-2011,arch/alpha/kernel/sys_dp264.c,594,674
21-07-2011,arch/alpha/kernel/sys_eb64p.c,223,238
21-07-2011,arch/alpha/kernel/sys_eiger.c,207,227
21-07-2011,arch/alpha/kernel/sys_jensen.c,214,240
21-07-2011,arch/alpha/kernel/sys_marvel.c,424,522
21-07-2011,arch/alpha/kernel/sys_miata.c,283,293
21-07-2011,arch/alpha/kernel/sys_mikasa.c,230,247
21-07-2011,arch/alpha/kernel/sys_nautilus.c,264,280
21-07-2011,arch/alpha/kernel/sys_noritake.c,316,336
21-07-2011,arch/alpha/kernel/sys_rawhide.c,241,272
21-07-2011,arch/alpha/kernel/sys_ruffian.c,234,241
21-07-2011,arch/alpha/kernel/sys_rx164.c,189,203
21-07-2011,arch/alpha/kernel/sys_sable.c,611,636
21-07-2011,arch/alpha/kernel/sys_sio.c,425,462
21-07-2011,arch/alpha/kernel/sys_sx164.c,177,178
21-07-2011,arch/alpha/kernel/sys_takara.c,260,289
21-07-2011,arch/alpha/kernel/sys_titan.c,364,419
21-07-2011,arch/alpha/kernel/sys_wildfire.c,318,350
21-07-2011,arch/alpha/kernel/systbls.S,438,530
21-07-2011,arch/alpha/kernel/time.c,389,523
21-07-2011,arch/alpha/kernel/traps.c,1066,1086
21-07-2011,arch/alpha/kernel/vmlinux.lds.S,13,75
21-07-2011,arch/alpha/lib/Makefile,54,58
21-07-2011,arch/alpha/lib/callback_srm.S,103,103
21-07-2011,arch/alpha/lib/checksum.c,165,184
21-07-2011,arch/alpha/lib/clear_page.S,39,39
21-07-2011,arch/alpha/lib/clear_user.S,113,113
21-07-2011,arch/alpha/lib/copy_page.S,49,49
21-07-2011,arch/alpha/lib/copy_user.S,145,145
21-07-2011,arch/alpha/lib/csum_ipv6_magic.S,78,115
21-07-2011,arch/alpha/lib/csum_partial_copy.c,368,378
21-07-2011,arch/alpha/lib/dbg_current.S,29,29
21-07-2011,arch/alpha/lib/dbg_stackcheck.S,25,27
21-07-2011,arch/alpha/lib/dbg_stackkill.S,33,35
21-07-2011,arch/alpha/lib/dec_and_lock.c,40,41
21-07-2011,arch/alpha/lib/divide.S,195,195
21-07-2011,arch/alpha/lib/ev6-clear_page.S,54,54
21-07-2011,arch/alpha/lib/ev6-clear_user.S,225,225
21-07-2011,arch/alpha/lib/ev6-copy_page.S,203,203
21-07-2011,arch/alpha/lib/ev6-copy_user.S,259,259
21-07-2011,arch/alpha/lib/ev6-csum_ipv6_magic.S,117,150
21-07-2011,arch/alpha/lib/ev6-divide.S,259,259
21-07-2011,arch/alpha/lib/ev6-memchr.S,190,191
21-07-2011,arch/alpha/lib/ev6-memcpy.S,248,248
21-07-2011,arch/alpha/lib/ev6-memset.S,597,597
21-07-2011,arch/alpha/lib/ev6-strncpy_from_user.S,424,424
21-07-2011,arch/alpha/lib/ev6-stxcpy.S,321,321
21-07-2011,arch/alpha/lib/ev6-stxncpy.S,390,397
21-07-2011,arch/alpha/lib/ev67-strcat.S,54,54
21-07-2011,arch/alpha/lib/ev67-strchr.S,88,88
21-07-2011,arch/alpha/lib/ev67-strlen.S,49,49
21-07-2011,arch/alpha/lib/ev67-strlen_user.S,107,107
21-07-2011,arch/alpha/lib/ev67-strncat.S,94,94
21-07-2011,arch/alpha/lib/ev67-strrchr.S,108,109
21-07-2011,arch/alpha/lib/fpreg.c,189,193
21-07-2011,arch/alpha/lib/memchr.S,164,164
21-07-2011,arch/alpha/lib/memcpy.c,163,163
21-07-2011,arch/alpha/lib/memmove.S,181,181
21-07-2011,arch/alpha/lib/memset.S,123,124
21-07-2011,arch/alpha/lib/srm_printk.c,41,41
21-07-2011,arch/alpha/lib/srm_puts.c,23,23
21-07-2011,arch/alpha/lib/stacktrace.c,103,103
21-07-2011,arch/alpha/lib/strcat.S,52,52
21-07-2011,arch/alpha/lib/strchr.S,70,70
21-07-2011,arch/alpha/lib/strcpy.S,23,23
21-07-2011,arch/alpha/lib/strlen.S,57,57
21-07-2011,arch/alpha/lib/strlen_user.S,91,91
21-07-2011,arch/alpha/lib/strncat.S,84,84
21-07-2011,arch/alpha/lib/strncpy.S,76,81
21-07-2011,arch/alpha/lib/strncpy_from_user.S,339,339
21-07-2011,arch/alpha/lib/strrchr.S,86,87
21-07-2011,arch/alpha/lib/stxcpy.S,289,289
21-07-2011,arch/alpha/lib/stxncpy.S,338,345
21-07-2011,arch/alpha/lib/udelay.c,54,54
21-07-2011,arch/alpha/math-emu/Makefile,8,9
21-07-2011,arch/alpha/math-emu/math.c,399,400
21-07-2011,arch/alpha/math-emu/qrnnd.S,163,163
21-07-2011,arch/alpha/math-emu/sfp-util.h,35,35
21-07-2011,arch/alpha/mm/Makefile,7,9
21-07-2011,arch/alpha/mm/extable.c,32,92
21-07-2011,arch/alpha/mm/fault.c,222,234
21-07-2011,arch/alpha/mm/init.c,329,349
21-07-2011,arch/alpha/mm/numa.c,343,362
21-07-2011,arch/alpha/oprofile/Makefile,18,19
21-07-2011,arch/alpha/oprofile/common.c,184,189
21-07-2011,arch/alpha/oprofile/op_impl.h,54,55
21-07-2011,arch/alpha/oprofile/op_model_ev4.c,116,116
21-07-2011,arch/alpha/oprofile/op_model_ev5.c,211,211
21-07-2011,arch/alpha/oprofile/op_model_ev6.c,103,103
21-07-2011,arch/alpha/oprofile/op_model_ev67.c,262,263
21-07-2011,arch/arm/Kconfig,429,2042
21-07-2011,arch/arm/Kconfig.debug,72,132
21-07-2011,arch/arm/Makefile,117,306
21-07-2011,arch/arm/boot/Makefile,85,114
21-07-2011,arch/arm/boot/bootp/Makefile,23,27
21-07-2011,arch/arm/boot/bootp/bootp.lds,29,30
21-07-2011,arch/arm/boot/bootp/init.S,85,88
21-07-2011,arch/arm/boot/bootp/initrd.S,6,6
21-07-2011,arch/arm/boot/bootp/kernel.S,6,6
21-07-2011,arch/arm/boot/compressed/Makefile,59,152
21-07-2011,arch/arm/boot/compressed/big-endian.S,13,13
21-07-2011,arch/arm/boot/compressed/head-sa1100.S,46,47
21-07-2011,arch/arm/boot/compressed/head-shark.S,106,139
21-07-2011,arch/arm/boot/compressed/head-sharpsl.S,65,150
21-07-2011,arch/arm/boot/compressed/head-xscale.S,34,41
21-07-2011,arch/arm/boot/compressed/head.S,481,1118
21-07-2011,arch/arm/boot/compressed/ll_char_wr.S,131,134
21-07-2011,arch/arm/boot/compressed/misc.c,85,194
21-07-2011,arch/arm/boot/compressed/ofw-shark.c,259,260
21-07-2011,arch/arm/boot/compressed/piggy.gzip.S,5,6
21-07-2011,arch/arm/boot/compressed/piggy.lzo.S,5,6
21-07-2011,arch/arm/boot/compressed/vmlinux.lds.in,53,68
21-07-2011,arch/arm/boot/install.sh,50,52
21-07-2011,arch/arm/common/Kconfig,21,41
21-07-2011,arch/arm/common/Makefile,11,19
21-07-2011,arch/arm/common/dmabounce.c,275,559
21-07-2011,arch/arm/common/icst.c,78,100
21-07-2011,arch/arm/common/locomo.c,669,914
21-07-2011,arch/arm/common/sa1111.c,1120,1361
21-07-2011,arch/arm/common/scoop.c,92,283
21-07-2011,arch/arm/common/sharpsl_param.c,58,62
21-07-2011,arch/arm/common/time-acorn.c,91,95
21-07-2011,arch/arm/common/via82c505.c,91,92
21-07-2011,arch/arm/configs/assabet_defconfig,51,60
21-07-2011,arch/arm/configs/badge4_defconfig,92,122
21-07-2011,arch/arm/configs/cerfcube_defconfig,63,75
21-07-2011,arch/arm/configs/ebsa110_defconfig,64,75
21-07-2011,arch/arm/configs/edb7211_defconfig,22,27
21-07-2011,arch/arm/configs/footbridge_defconfig,97,127
21-07-2011,arch/arm/configs/fortunet_defconfig,22,28
21-07-2011,arch/arm/configs/h3600_defconfig,46,79
21-07-2011,arch/arm/configs/h7201_defconfig,25,27
21-07-2011,arch/arm/configs/h7202_defconfig,40,48
21-07-2011,arch/arm/configs/hackkit_defconfig,40,49
21-07-2011,arch/arm/configs/integrator_defconfig,58,71
21-07-2011,arch/arm/configs/ixp2000_defconfig,59,99
21-07-2011,arch/arm/configs/ixp4xx_defconfig,63,205
21-07-2011,arch/arm/configs/jornada720_defconfig,32,112
21-07-2011,arch/arm/configs/lart_defconfig,63,75
21-07-2011,arch/arm/configs/lubbock_defconfig,47,56
21-07-2011,arch/arm/configs/mainstone_defconfig,47,55
21-07-2011,arch/arm/configs/neponset_defconfig,75,90
21-07-2011,arch/arm/configs/netwinder_defconfig,76,87
21-07-2011,arch/arm/configs/pleb_defconfig,44,57
21-07-2011,arch/arm/configs/pxa255-idp_defconfig,51,59
21-07-2011,arch/arm/configs/rpc_defconfig,99,135
21-07-2011,arch/arm/configs/s3c2410_defconfig,68,489
21-07-2011,arch/arm/configs/shannon_defconfig,40,48
21-07-2011,arch/arm/configs/shark_defconfig,42,81
21-07-2011,arch/arm/configs/simpad_defconfig,92,111
21-07-2011,arch/arm/configs/versatile_defconfig,61,84
21-07-2011,arch/arm/include/asm/a.out.h,33,34
21-07-2011,arch/arm/include/asm/assembler.h,71,296
21-07-2011,arch/arm/include/asm/atomic.h,112,468
21-07-2011,arch/arm/include/asm/bitops.h,193,320
21-07-2011,arch/arm/include/asm/bug.h,18,24
21-07-2011,arch/arm/include/asm/bugs.h,16,21
21-07-2011,arch/arm/include/asm/byteorder.h,18,25
21-07-2011,arch/arm/include/asm/cache.h,8,28
21-07-2011,arch/arm/include/asm/cacheflush.h,190,347
21-07-2011,arch/arm/include/asm/checksum.h,90,139
21-07-2011,arch/arm/include/asm/cpu.h,23,26
21-07-2011,arch/arm/include/asm/cputime.h,6,6
21-07-2011,arch/arm/include/asm/current.h,15,15
21-07-2011,arch/arm/include/asm/delay.h,37,44
21-07-2011,arch/arm/include/asm/div64.h,47,227
21-07-2011,arch/arm/include/asm/dma-mapping.h,174,529
21-07-2011,arch/arm/include/asm/dma.h,104,151
21-07-2011,arch/arm/include/asm/domain.h,50,105
21-07-2011,arch/arm/include/asm/ecard.h,210,219
21-07-2011,arch/arm/include/asm/elf.h,40,137
21-07-2011,arch/arm/include/asm/errno.h,6,6
21-07-2011,arch/arm/include/asm/fcntl.h,9,11
21-07-2011,arch/arm/include/asm/fiq.h,34,56
21-07-2011,arch/arm/include/asm/floppy.h,133,148
21-07-2011,arch/arm/include/asm/fpstate.h,69,93
21-07-2011,arch/arm/include/asm/glue.h,22,25
21-07-2011,arch/arm/include/asm/hardirq.h,30,52
21-07-2011,arch/arm/include/asm/hardware/clps7111.h,183,184
21-07-2011,arch/arm/include/asm/hardware/cs89712.h,48,49
21-07-2011,arch/arm/include/asm/hardware/dec21285.h,145,147
21-07-2011,arch/arm/include/asm/hardware/entry-macro-iomd.S,127,139
21-07-2011,arch/arm/include/asm/hardware/ep7211.h,39,40
21-07-2011,arch/arm/include/asm/hardware/ep7212.h,82,83
21-07-2011,arch/arm/include/asm/hardware/ioc.h,71,72
21-07-2011,arch/arm/include/asm/hardware/iomd.h,184,185
21-07-2011,arch/arm/include/asm/hardware/linkup-l1110.h,48,48
21-07-2011,arch/arm/include/asm/hardware/locomo.h,183,221
21-07-2011,arch/arm/include/asm/hardware/memc.h,25,26
21-07-2011,arch/arm/include/asm/hardware/pci_v3.h,185,186
21-07-2011,arch/arm/include/asm/hardware/sa1111.h,543,585
21-07-2011,arch/arm/include/asm/hardware/scoop.h,33,72
21-07-2011,arch/arm/include/asm/hardware/ssp.h,26,28
21-07-2011,arch/arm/include/asm/ide.h,21,23
21-07-2011,arch/arm/include/asm/io.h,180,317
21-07-2011,arch/arm/include/asm/ioctls.h,7,8
21-07-2011,arch/arm/include/asm/ipcbuf.h,29,29
21-07-2011,arch/arm/include/asm/irq.h,18,31
21-07-2011,arch/arm/include/asm/irq_regs.h,1,1
21-07-2011,arch/arm/include/asm/kmap_types.h,24,33
21-07-2011,arch/arm/include/asm/leds.h,49,50
21-07-2011,arch/arm/include/asm/limits.h,11,11
21-07-2011,arch/arm/include/asm/linkage.h,7,11
21-07-2011,arch/arm/include/asm/local.h,1,1
21-07-2011,arch/arm/include/asm/locks.h,245,274
21-07-2011,arch/arm/include/asm/mach/arch.h,45,73
21-07-2011,arch/arm/include/asm/mach/dma.h,34,54
21-07-2011,arch/arm/include/asm/mach/flash.h,33,39
21-07-2011,arch/arm/include/asm/mach/irda.h,19,20
21-07-2011,arch/arm/include/asm/mach/irq.h,22,68
21-07-2011,arch/arm/include/asm/mach/map.h,17,45
21-07-2011,arch/arm/include/asm/mach/pci.h,64,84
21-07-2011,arch/arm/include/asm/mach/serial_sa1100.h,29,31
21-07-2011,arch/arm/include/asm/mach/sharpsl_param.h,37,37
21-07-2011,arch/arm/include/asm/mach/time.h,44,47
21-07-2011,arch/arm/include/asm/mc146818rtc.h,26,28
21-07-2011,arch/arm/include/asm/memory.h,100,306
21-07-2011,arch/arm/include/asm/mmu.h,14,37
21-07-2011,arch/arm/include/asm/mmu_context.h,88,164
21-07-2011,arch/arm/include/asm/module.h,11,55
21-07-2011,arch/arm/include/asm/msgbuf.h,31,31
21-07-2011,arch/arm/include/asm/nwflash.h,9,9
21-07-2011,arch/arm/include/asm/page.h,144,214
21-07-2011,arch/arm/include/asm/param.h,29,31
21-07-2011,arch/arm/include/asm/parport.h,17,18
21-07-2011,arch/arm/include/asm/pci.h,33,80
21-07-2011,arch/arm/include/asm/percpu.h,6,6
21-07-2011,arch/arm/include/asm/pgalloc.h,82,140
21-07-2011,arch/arm/include/asm/pgtable.h,179,484
21-07-2011,arch/arm/include/asm/posix_types.h,75,77
21-07-2011,arch/arm/include/asm/proc-fns.h,39,115
21-07-2011,arch/arm/include/asm/processor.h,91,128
21-07-2011,arch/arm/include/asm/procinfo.h,41,49
21-07-2011,arch/arm/include/asm/ptrace.h,125,243
21-07-2011,arch/arm/include/asm/resource.h,6,6
21-07-2011,arch/arm/include/asm/scatterlist.h,7,8
21-07-2011,arch/arm/include/asm/sections.h,1,1
21-07-2011,arch/arm/include/asm/segment.h,11,11
21-07-2011,arch/arm/include/asm/sembuf.h,25,25
21-07-2011,arch/arm/include/asm/serial.h,18,19
21-07-2011,arch/arm/include/asm/setup.h,147,226
21-07-2011,arch/arm/include/asm/shmbuf.h,42,42
21-07-2011,arch/arm/include/asm/shmparam.h,16,16
21-07-2011,arch/arm/include/asm/sigcontext.h,34,34
21-07-2011,arch/arm/include/asm/siginfo.h,6,6
21-07-2011,arch/arm/include/asm/signal.h,163,164
21-07-2011,arch/arm/include/asm/sizes.h,19,21
21-07-2011,arch/arm/include/asm/smp.h,35,96
21-07-2011,arch/arm/include/asm/socket.h,50,65
21-07-2011,arch/arm/include/asm/sockios.h,11,13
21-07-2011,arch/arm/include/asm/spinlock.h,109,268
21-07-2011,arch/arm/include/asm/stat.h,85,87
21-07-2011,arch/arm/include/asm/statfs.h,5,12
21-07-2011,arch/arm/include/asm/string.h,36,41
21-07-2011,arch/arm/include/asm/system.h,132,542
21-07-2011,arch/arm/include/asm/termbits.h,170,198
21-07-2011,arch/arm/include/asm/termios.h,88,92
21-07-2011,arch/arm/include/asm/therm.h,27,28
21-07-2011,arch/arm/include/asm/thread_info.h,125,165
21-07-2011,arch/arm/include/asm/timex.h,22,24
21-07-2011,arch/arm/include/asm/tlb.h,65,211
21-07-2011,arch/arm/include/asm/tlbflush.h,345,587
21-07-2011,arch/arm/include/asm/topology.h,6,6
21-07-2011,arch/arm/include/asm/traps.h,18,52
21-07-2011,arch/arm/include/asm/types.h,20,22
21-07-2011,arch/arm/include/asm/uaccess.h,307,450
21-07-2011,arch/arm/include/asm/ucontext.h,11,102
21-07-2011,arch/arm/include/asm/unaligned.h,13,19
21-07-2011,arch/arm/include/asm/unistd.h,367,485
21-07-2011,arch/arm/include/asm/user.h,82,103
21-07-2011,arch/arm/include/asm/vfp.h,60,84
21-07-2011,arch/arm/include/asm/vfpmacros.h,22,65
21-07-2011,arch/arm/include/asm/vga.h,9,12
21-07-2011,arch/arm/include/asm/xor.h,140,141
21-07-2011,arch/arm/kernel/Makefile,22,73
21-07-2011,arch/arm/kernel/armksyms.c,112,170
21-07-2011,arch/arm/kernel/arthur.c,91,94
21-07-2011,arch/arm/kernel/asm-offsets.c,66,133
21-07-2011,arch/arm/kernel/bios32.c,620,681
21-07-2011,arch/arm/kernel/calls.S,12,394
21-07-2011,arch/arm/kernel/compat.c,217,219
21-07-2011,arch/arm/kernel/debug.S,97,179
21-07-2011,arch/arm/kernel/dma-isa.c,154,222
21-07-2011,arch/arm/kernel/dma.c,182,302
21-07-2011,arch/arm/kernel/ecard.c,1110,1241
21-07-2011,arch/arm/kernel/entry-armv.S,472,1242
21-07-2011,arch/arm/kernel/entry-common.S,195,647
21-07-2011,arch/arm/kernel/entry-header.S,38,200
21-07-2011,arch/arm/kernel/fiq.c,135,146
21-07-2011,arch/arm/kernel/head.S,126,592
21-07-2011,arch/arm/kernel/init_task.c,34,37
21-07-2011,arch/arm/kernel/io.c,46,50
21-07-2011,arch/arm/kernel/irq.c,82,186
21-07-2011,arch/arm/kernel/isa.c,31,70
21-07-2011,arch/arm/kernel/iwmmxt.S,295,346
